"","exposure","category","effect","reference","HR","p","min_p.value2"
"253","Yoghurt_low_fat","Diet","-",FALSE,1.09784640087724,0.231829961332126,"HR P>0.00014"
"254","Yoghurt_low_fat","Diet","0",FALSE,1.00863038139829,0.90954860459667,"HR P>0.00014"
"255","Feel_appreciated_outside_home","Lifestyle and environment","-",FALSE,1.41107460023083,0.0316657803504068,"HR P>0.00014"
"256","Feel_appreciated_outside_home","Lifestyle and environment","+",FALSE,1.14356354125269,0.362989810308711,"HR P>0.00014"
"257","Hamburger","Diet","+",FALSE,1.13006613047401,0.140038907769813,"HR P>0.00014"
"258","Hamburger","Diet","-",FALSE,0.998261993581636,0.981901641815444,"HR P>0.00014"
"259","Whole_grain_soft_bread","Diet","-",FALSE,1.20536858929279,0.0139094744055684,"HR P>0.00014"
"260","Whole_grain_soft_bread","Diet","0",FALSE,1.00594540087054,0.941631056736244,"HR P>0.00014"
"261","How_often_voluntary_organization","Psychosocial factors","+",FALSE,1.17393525236675,0.0817769689896955,"HR P>0.00014"
"262","How_often_voluntary_organization","Psychosocial factors","-",FALSE,1.12340408389284,0.184638287173017,"HR P>0.00014"
"263","Ice_cream","Diet","-",FALSE,1.08870718377121,0.241149098197728,"HR P>0.00014"
"264","Ice_cream","Diet","+",FALSE,1.17122715291039,0.0631687286936211,"HR P>0.00014"
"265","Change_in_appetite","Lifestyle and environment","-",FALSE,1.47014033342053,0.0123069591285256,"HR P>0.00014"
"266","Change_in_appetite","Lifestyle and environment","+",FALSE,1.22253723979988,0.201211989298547,"HR P>0.00014"
"267","Banana","Diet","0",FALSE,0.926824740557208,0.344738736627538,"HR P>0.00014"
"268","Banana","Diet","+",FALSE,1.03141225203589,0.680388983874425,"HR P>0.00014"
"269","Minced_meat_dishes","Diet","+",FALSE,1.07903101991232,0.328151871278582,"HR P>0.00014"
"270","Minced_meat_dishes","Diet","-",FALSE,1.08128449804858,0.310900038525138,"HR P>0.00014"
"271","White_bread","Diet","0",FALSE,0.891759040851666,0.494486671705174,"HR P>0.00014"
"272","White_bread","Diet","+",FALSE,1.09634960412858,0.581890506976436,"HR P>0.00014"
"273","Sausage_as_main_dish","Diet","-",FALSE,1.00878472236101,0.907292463097135,"HR P>0.00014"
"274","Sausage_as_main_dish","Diet","+",FALSE,1.12726395888364,0.138502984831932,"HR P>0.00014"
"275","Fatty_fish","Diet","+",FALSE,1.02875625332001,0.684697891986162,"HR P>0.00014"
"276","Fatty_fish","Diet","-",FALSE,1.23406095426637,0.022933253353733,"HR P>0.00014"
"277","Steak","Diet","-",FALSE,1.05015394498844,0.521408324688674,"HR P>0.00014"
"278","Steak","Diet","+",FALSE,1.07211808372242,0.378256773571533,"HR P>0.00014"
"279","Milk_1.5","Diet","+",FALSE,0.952812051951364,0.530823165779648,"HR P>0.00014"
"280","Milk_1.5","Diet","0",FALSE,1.05129750839948,0.515861542945893,"HR P>0.00014"
"281","Smoked_fish_or_meat","Diet","+",FALSE,1.07754193145422,0.334240416330428,"HR P>0.00014"
"282","Smoked_fish_or_meat","Diet","-",FALSE,1.0695136457309,0.40788236947787,"HR P>0.00014"
"283","Job_speak_colleagues_at_breaks","Psychosocial factors","-",FALSE,0.985625291451426,0.8668858294205,"HR P>0.00014"
"284","Job_speak_colleagues_at_breaks","Psychosocial factors","+",FALSE,0.934119412696927,0.39482958710693,"HR P>0.00014"
"285","Fiber_cereals_muesli","Diet","0",FALSE,1.01090620798655,0.887330958710124,"HR P>0.00014"
"286","Fiber_cereals_muesli","Diet","-",FALSE,0.911484409847342,0.229270685600614,"HR P>0.00014"
"287","Sugar_honey_marmelade_jam","Diet","0",FALSE,1.17313515850195,0.280191931810311,"HR P>0.00014"
"288","Sugar_honey_marmelade_jam","Diet","+",FALSE,1.15164475194452,0.385079129433073,"HR P>0.00014"
"289","Bacon","Diet","+",FALSE,1.01399256244235,0.855205670056252,"HR P>0.00014"
"290","Bacon","Diet","-",FALSE,1.10549842086786,0.218991814912487,"HR P>0.00014"
"291","Rice","Diet","-",FALSE,1.02940799164412,0.725500062049462,"HR P>0.00014"
"292","Rice","Diet","+",FALSE,1.07920407121013,0.295153719086868,"HR P>0.00014"
"293","Coffee_rolls","Diet","0",FALSE,0.952058032268351,0.51506907927595,"HR P>0.00014"
"294","Coffee_rolls","Diet","+",FALSE,1.05508381038177,0.50848509036844,"HR P>0.00014"
"295","Cheese_28","Diet","+",FALSE,0.983593887021759,0.822237894284097,"HR P>0.00014"
"296","Cheese_28","Diet","0",FALSE,0.941700947943621,0.465077529158435,"HR P>0.00014"
"297","Satisfaction_work","Lifestyle and environment","0",FALSE,0.886818952896753,0.45016479431737,"HR P>0.00014"
"298","Satisfaction_work","Lifestyle and environment","-",FALSE,1.05544725883943,0.730023098775032,"HR P>0.00014"
"299","Boiled_or_baked_potato","Diet","+",FALSE,1.08906242075192,0.308595212277781,"HR P>0.00014"
"300","Boiled_or_baked_potato","Diet","0",FALSE,0.982199963584131,0.80595008780883,"HR P>0.00014"
"301","Brown_beans_pea_soup","Diet","-",FALSE,1.07466180420791,0.429252460449357,"HR P>0.00014"
"302","Brown_beans_pea_soup","Diet","+",FALSE,0.943386802440806,0.416010478876539,"HR P>0.00014"
"303","Tomato_cucumber","Diet","0",FALSE,0.966427672703489,0.646132150747485,"HR P>0.00014"
"304","Tomato_cucumber","Diet","-",FALSE,1.01363821144203,0.865474531837404,"HR P>0.00014"
"305","Root_vegetables_carrot","Diet","-",FALSE,0.954395689028275,0.566738742750911,"HR P>0.00014"
"306","Root_vegetables_carrot","Diet","0",FALSE,1.00701636027535,0.924723051674482,"HR P>0.00014"
"307","Satisfaction_leasure_time","Lifestyle and environment","+",FALSE,0.964397920982583,0.809501843390654,"HR P>0.00014"
"308","Satisfaction_leasure_time","Lifestyle and environment","-",FALSE,1.34499238492577,0.062387802624984,"HR P>0.00014"
"309","Whole_grain_crisp_bread","Diet","-",FALSE,1.03694026291483,0.618728015323283,"HR P>0.00014"
"310","Whole_grain_crisp_bread","Diet","+",FALSE,1.0135036925863,0.871791618475507,"HR P>0.00014"
"311","Meat_on_bread","Diet","0",FALSE,0.942964777747556,0.446756720824924,"HR P>0.00014"
"312","Meat_on_bread","Diet","-",FALSE,0.98828322245186,0.878562959726277,"HR P>0.00014"
"313","Margarine_on_bread","Diet","-",FALSE,0.982725521381139,0.844454342906239,"HR P>0.00014"
"314","Margarine_on_bread","Diet","+",FALSE,0.959388662804205,0.675830047326585,"HR P>0.00014"
"315","Pasta","Diet","-",FALSE,1.03810733097698,0.644586744474856,"HR P>0.00014"
"316","Pasta","Diet","+",FALSE,1.09569578118338,0.215583195273769,"HR P>0.00014"
"317","Apple_pear","Diet","-",FALSE,0.991838965628305,0.9571126258488,"HR P>0.00014"
"318","Apple_pear","Diet","0",FALSE,0.881027310388717,0.407336119126445,"HR P>0.00014"
"319","Milk_0.5","Diet","-",FALSE,0.969250907448801,0.697121904022677,"HR P>0.00014"
"320","Milk_0.5","Diet","+",FALSE,0.959017689228616,0.575260927905257,"HR P>0.00014"
"321","Berries_fresh_or_frozen","Diet","-",FALSE,1.01525241437302,0.851355097154203,"HR P>0.00014"
"322","Berries_fresh_or_frozen","Diet","+",FALSE,1.00046867057031,0.994950371812908,"HR P>0.00014"
"323","Butter_on_bread","Diet","-",FALSE,1.01255072973438,0.875331901488231,"HR P>0.00014"
"324","Butter_on_bread","Diet","+",FALSE,1.09004343684594,0.339839843000336,"HR P>0.00014"
"325","Margarine_low_fat_on_bread","Diet","0",FALSE,1.00443251927191,0.953101176914427,"HR P>0.00014"
"326","Margarine_low_fat_on_bread","Diet","+",FALSE,1.01289794625212,0.871977352148695,"HR P>0.00014"
"327","Salad_dressing_with_oil","Diet","0",FALSE,1.04145362924793,0.583061345796953,"HR P>0.00014"
"328","Salad_dressing_with_oil","Diet","-",FALSE,1.01511825219761,0.85191186012822,"HR P>0.00014"
"329","Bregott_on_bread","Diet","0",FALSE,1.0115933289497,0.879598434540064,"HR P>0.00014"
"330","Bregott_on_bread","Diet","+",FALSE,0.945873106073436,0.477293451604744,"HR P>0.00014"
"331","Whole_wheat_rye_barley_porridge","Diet","0",FALSE,0.945145965337231,0.70400283436847,"HR P>0.00014"
"332","Whole_wheat_rye_barley_porridge","Diet","-",FALSE,1.0259396522637,0.871163782907048,"HR P>0.00014"
"333","Cookies_pastry","Diet","0",FALSE,1.00675169174686,0.926774188933839,"HR P>0.00014"
"334","Cookies_pastry","Diet","+",FALSE,0.960797574759989,0.627617405741521,"HR P>0.00014"
"335","Cream_creme_fraiche_sour_cream","Diet","-",FALSE,1.01649420727017,0.84621129522953,"HR P>0.00014"
"336","Cream_creme_fraiche_sour_cream","Diet","+",FALSE,1.0078463051449,0.913780126595347,"HR P>0.00014"
"337","Pancake_waffle","Diet","+",FALSE,1.09785003914333,0.631042106003947,"HR P>0.00014"
"338","Pancake_waffle","Diet","-",FALSE,1.05012155190607,0.724633008292566,"HR P>0.00014"
"339","Age_stop_smoking","Lifestyle and environment","-",FALSE,1.11163590627304,0.43663796986745,"HR P>0.00014"
"340","Age_stop_smoking","Lifestyle and environment","+",FALSE,0.86069091727165,0.317024188061577,"HR P>0.00014"
"341","Lettuce_lettuce_cabbage","Diet","-",FALSE,0.99259329038097,0.961569342059091,"HR P>0.00014"
"342","Lettuce_lettuce_cabbage","Diet","0",FALSE,0.981681624265551,0.901900512263192,"HR P>0.00014"
"343","Change_in_vision","Lifestyle and environment","-",FALSE,1.03355719611723,0.840292597568145,"HR P>0.00014"
"344","Change_in_vision","Lifestyle and environment","0",FALSE,1.00156516613371,0.992043523608243,"HR P>0.00014"
